Date,V7.3 (no overlay),CHAMPION V7.3+V2 tuned,CHAMPION V7.3+V2 original,"B1 dip5 + quality + trend, n5","B2 RSI dip + quality + trend, n5","B3 dip5 + quality + trend, n3","B4 dip5 + quality + trend, n5, hold4w","B5 dip5 only (no gates), n5","B6 dip5 + trend only, n5","BLEND 50/50 champion + B4 dip5 + quality + trend, n5, hold4w",CONTROL SPY buy&hold,CONTROL QQQ buy&hold
2024-04-26,131047.64224108814,131047.64224108821,131047.64224108821,96012.20471674284,119648.95475584245,101468.62573640012,93695.2163909581,90294.28841752096,102863.66254991503,111027.80800201868,107868.22896504386,107056.80814738007
2024-04-29,130135.46076642114,130135.4607664212,130135.4607664212,95173.84268855047,119272.95078195917,100627.79093531097,93229.34606171989,92515.16020590327,102377.35884039874,110365.36752781825,108250.24976287493,107491.4935632917
2024-04-30,128280.44613134438,128280.44613134443,128280.44613134443,94033.60742283858,117011.82030024419,100095.54332370515,92854.99414327159,90943.9498022685,103104.52213616799,109357.18666984754,106535.41976791674,105464.61665717485
2024-05-01,127086.92558824329,127086.92558824335,127086.92558824335,94749.03177870478,117939.96391106679,101050.28742243152,92796.93121034426,92081.04510044435,103451.01257855105,108814.26640802689,106189.48987179948,104702.05242255783
2024-05-02,127052.41408830322,127052.41408830328,127052.41408830328,95228.8912294863,119243.88474587591,101619.1423083233,92941.95402988694,93196.96099654962,103603.79892088322,108884.51903961902,107182.72133114633,106038.40079975325
2024-05-03,129670.75681059145,129670.75681059153,129670.75681059153,96745.5275001638,119833.60269668978,103450.4660742227,94449.99642005604,93759.23108877176,104322.0225515495,110889.84541022939,108511.2935388905,108169.6055410262
2024-05-06,132571.78198470984,132571.7819847099,132571.7819847099,98858.7774632329,123721.64008478564,106428.34239667123,96277.14116203946,95692.51474883927,106647.04566376697,113202.8601196744,109631.86748133929,109354.43106005585
2024-05-07,133170.71351802934,133170.71351802943,133170.71351802943,99009.0679149972,123579.49080960223,106407.45484276925,96700.23167424902,95049.4367635249,107319.11643333273,113707.3088671968,109752.8378516801,109371.82029596723
2024-05-08,133420.8230166003,133420.8230166004,133420.8230166004,98389.08156850471,124144.36539293992,105573.12238076924,96370.21062685334,94042.90348078532,106645.43284228009,113620.0547709971,109763.43365087474,109307.2360370462
2024-05-09,133183.51202089502,133183.5120208951,133183.5120208951,98602.4722297018,123968.63604685005,105716.7556814521,96862.03257053462,94284.04284009266,106889.31962961573,113808.93669839085,110395.89577405209,109545.68991414463
2024-05-10,133856.3667973044,133856.36679730445,133856.36679730445,98479.16575283518,124923.83785373537,105555.93592595797,96683.73732138226,93922.46871337322,106803.1985039214,113991.67823820846,110538.10430310506,109804.01936951664
2024-05-13,134580.1090517079,134580.10905170796,134580.10905170796,100129.49608580794,126280.03310260996,108104.26814800806,97809.15089911157,96961.86757875359,107908.46919459615,114963.28693514812,110552.950394632,110057.37614016421
2024-05-14,136204.83517691967,136204.83517691973,136204.83517691973,100914.95815506074,127482.30006154792,109384.45754339977,99126.18159149161,98277.57988644073,108711.7677822598,116431.24562929619,111060.15194628801,110765.29390499703
2024-05-15,139516.95151733456,139516.95151733462,139516.95151733462,102047.16971449854,128574.60427974188,109730.52405769557,100476.31600177831,97525.2861680418,108659.90961937682,118639.8027327304,112435.43746083944,112496.58412186897
2024-05-16,138370.28241964625,138370.2824196463,138370.2824196463,104045.85980000393,129753.04260779929,112476.54061205394,101732.66638693788,96990.10742917804,110442.62918468952,118893.9940932413,112204.11247377656,112268.06803390734
2024-05-17,137447.9882794924,137447.98827949245,137447.98827949245,104749.35351354185,129984.46058387028,113218.64528016798,102068.33312647353,97197.90951419955,110866.76669035881,118693.90096362938,112365.38412931531,112213.42156412311
2024-05-20,138718.61529586706,138718.61529586712,138718.61529586712,106175.18569960017,127667.2520079563,115900.36727460311,99612.8307970203,96444.46093351083,111849.50163869049,117814.79370936473,112494.83512989664,112995.85379670165
2024-05-21,139000.41232817827,139000.41232817832,139000.41232817832,106824.67355597956,126922.51184113882,116891.20255953586,98548.52009374132,95434.66899883839,112000.94419329114,117305.0653581311,112770.75160333798,113216.91843788873
2024-05-22,138434.97242037172,138434.97242037178,138434.97242037178,106643.6764138457,125731.46733373341,117269.209322537,97724.21979559892,95440.43288475371,112113.21659102618,116575.87879214868,112446.05321445818,113194.56409756499
2024-05-23,140793.47754369144,140793.4775436915,140793.4775436915,106194.22774376543,124767.49914029769,117062.3997124761,96511.0269742948,93840.74245901922,111309.40921585509,116845.3126364105,111624.7158157435,112685.36421390761
2024-05-24,142870.42117652216,142870.4211765222,142870.4211765222,106968.83165974602,125675.8484118466,118311.26750560653,97358.59412430998,94368.9645841331,112093.1257955981,118220.2185325636,112363.26896036121,113750.9665845441
2024-05-28,145065.3017659492,145065.30176594923,145065.30176594923,106177.24278662416,125121.13765588339,117852.39343958117,97333.31749234216,91965.51472842004,111661.28414823813,119112.9651415572,112441.79627065116,114180.67931573131
2024-05-29,144182.43510648428,144182.4351064843,144182.4351064843,106412.89197106962,125730.68531170407,119398.91768955701,97438.49555414724,91583.39618041231,112351.13532393659,118814.86124216154,111654.42130174681,113375.89274282906
2024-05-30,141404.04424156548,141404.04424156548,141404.04424156548,107350.74418593849,125835.3216493673,121850.8838527064,98122.97024547303,90319.90277195827,113607.85252090803,118087.40043220858,110913.7396852256,112161.25385638904
2024-05-31,141010.89605942534,141010.89605942537,141010.89605942537,107608.08235796714,125830.2898301148,121648.65365312896,97742.33249479355,90899.46763774207,113229.82311055847,117694.19838606183,111923.96566242701,111952.60576638888
2024-06-03,143190.0535517689,143190.0535517689,143190.0535517689,107417.35700280585,126506.04249752236,120645.68703974594,97131.09863368765,90541.58182099606,113114.70951305218,118235.60941736144,112015.21059234043,112553.71693401544
2024-06-04,144786.0351941215,144786.03519412153,144786.03519412153,107765.36211193465,125917.9511090516,120561.11179533083,97356.4657217866,90619.45800966611,113472.08599945164,119031.6976704865,112140.43125501355,112861.72017444724
2024-06-05,149756.9526181984,149756.95261819844,149756.95261819844,110297.90276514112,127452.16415001711,124542.4924322479,99862.33536761143,91293.26804180167,116150.10781875171,122606.9319705481,113473.22714919125,115136.98874679931
2024-06-06,149519.32074632647,149519.3207463265,149519.3207463265,109913.18595635933,126915.65387440832,124308.32368610306,100587.85245482523,91216.12113366663,116307.24873843741,122955.03688981723,113471.12528318654,115097.24517056422
2024-06-07,149283.65351494204,149283.6535149421,149283.6535149421,109931.43136921122,126628.56770970604,125223.49775969378,100552.07730250544,90379.18198364507,116550.91564452999,122836.27299013815,113333.16039499118,114995.40367777033
2024-06-10,151027.8512288129,151027.85122881297,151027.85122881297,109573.52405607808,126897.93596148073,124797.46892796255,100596.20548723664,90880.1769692876,116289.55729357067,123580.82303073365,113683.30732606727,115459.89488078027
2024-06-11,151416.48308363045,151416.4830836305,151416.4830836305,108964.88177778575,126302.91493805638,123123.25063480197,100278.96526496139,89713.59527171303,114299.22768164927,123544.96271732455,113957.12193350388,116252.26490249559
2024-06-12,153832.11582990835,153832.1158299084,153832.1158299084,110771.59725932233,128762.7196868559,125326.06137503158,102185.82715868548,90796.26795803884,114416.4756804407,125705.09310358742,114893.05093832353,117774.90702936742
2024-06-13,157882.64925226898,157882.64925226904,157882.64925226904,108511.33443222666,126553.43125731795,121849.23457958705,100533.33227451643,87125.03617569286,112862.10232810145,126343.63735110608,115124.38922833581,118413.27543086684
2024-06-14,159912.46764649838,159912.46764649844,159912.46764649844,107938.85986867474,125463.53989917305,120636.70275418945,99841.4026708289,85617.81582732698,112433.84787684018,126721.0202212272,115194.45586280934,119026.80314968033
2024-06-17,161446.22925882958,161446.22925882964,161446.22925882964,108204.24610430436,125087.82734569818,118778.33878170863,99123.40277497703,86112.08727145864,112323.1027297194,126873.07612526242,116111.25522639624,120484.86101763112
2024-06-18,161293.7428585574,161293.74285855747,161293.74285855747,109388.24283990038,125003.79969969069,119382.44393988747,99442.64110298351,85588.28356658775,112446.23229435846,127017.46481600302,116406.26143222213,120522.11825150398
2024-06-20,159052.59763847137,159052.59763847143,159052.59763847143,110094.77850061505,125774.3298580807,120878.30128246942,99146.01704228413,84003.73412805518,114053.680611952,125945.5852872939,116090.05032505757,119593.13584548412
2024-06-21,156619.3563142502,156619.35631425027,156619.35631425027,108970.20620837882,127225.04946846029,121672.57543841864,100652.35911921103,84352.3143181674,114444.80529421246,125938.96206165936,115934.39251416431,119272.70847355333
2024-06-24,153523.60837150278,153523.60837150287,153523.60837150287,106784.30217549478,127906.69361406134,119353.10112854153,99451.86952363593,85663.58827464649,112555.99103106279,123943.2608078017,115557.53326069923,117727.71200635776
2024-06-25,157747.3007742271,157747.30077422716,157747.30077422716,109419.19764848224,130020.73470980518,123229.72259408043,100719.01256773376,83613.74954825734,114689.25018635769,126437.80170633721,116002.54352392469,119073.99817268997
2024-06-26,157497.97045788285,157497.9704578829,157497.9704578829,109296.8883549347,129667.60877635481,123650.22367316693,100966.38266623128,85227.88967721364,115543.68362073573,126493.1482014201,116147.30621926187,119319.90349656297
2024-06-27,157600.73402119504,157600.7340211951,157600.7340211951,109013.7898822578,131226.25318638378,123019.47964624513,101537.16629129747,85159.25054118216,115206.5947240363,126891.96086747099,116330.43462065974,119627.90673699479
2024-06-28,156013.03794873782,156013.03794873788,156013.03794873788,108106.41612634824,129745.31647869074,121360.3373701847,100940.81626502099,84057.1403028519,114148.87766473704,125880.16333650684,115872.64022306385,119006.92757140673
2024-07-01,157718.86888262507,157718.86888262516,157718.86888262516,109181.21755846361,131187.65029893967,122656.83420770528,102336.54348872472,84379.80853961593,115132.53434604272,127438.6279669746,116111.10889395289,119704.91512741482
2024-07-02,157805.25176378613,157805.25176378622,157805.25176378622,109287.72292298554,130375.58896341288,122194.9627000025,101775.35725834503,83760.74845974725,114989.89186715343,127124.10746540377,116892.52414152742,120961.77635214006
2024-07-03,160010.47824616582,160010.47824616593,160010.47824616593,111317.52982507505,130869.70505072194,125855.51525126558,104475.98160553422,86068.58493652093,117277.24555540472,129698.97473292648,117414.18599917788,121970.2459106301
2024-07-05,162171.36078078946,162171.36078078955,162171.36078078955,111972.0186314236,134884.8862745301,125868.5689428357,104950.44060725933,87053.88409134462,117487.95401631643,130869.2455175961,118091.22630578425,123242.0100289045
2024-07-08,162848.221306605,162848.2213066051,162848.2213066051,112158.12669523103,136576.86678849885,125955.52925514676,105472.78740307545,87086.37903196795,117321.94356838067,131468.0257778926,118227.50171940621,123535.11037578715
2024-07-09,162850.56973799775,162850.56973799787,162850.56973799787,112776.3519041047,136891.48019037922,125659.35701222868,105294.01243858373,86457.77342598294,117390.2114985782,131357.55545396736,118342.46580809432,123641.9169729934
2024-07-10,165155.06598046335,165155.06598046346,165155.06598046346,114276.82613006994,138519.3223037717,126783.27791487494,106440.72473830904,86763.37915614428,118365.56496571339,133002.25459237295,119513.51114055497,124931.07032717916
2024-07-11,159595.521056983,159595.52105698313,159595.52105698313,112315.01813940868,135886.2652816926,124910.66668686875,104161.52822126623,88199.30147604074,117136.128362156,129339.678413566,118482.98486257388,122191.31055181718
2024-07-12,159569.9325328702,159569.9325328703,159569.9325328703,113957.74704632693,137305.30794500405,126913.76167897698,105269.87442367214,89589.38459747322,118453.2055852459,130017.43868900623,119230.30465084413,122909.16610578676
